ID	Names	InChIKey
39785	1-pyrroline-2-carboxylate|3,4-dihydro-2H-pyrrolium-5-carboxylate	ZDXJFUSXYWLEEO-UHFFFAOYSA-N
39931	1-methyl-3-nitrobenzene|3-NITROTOLUENE|3-Nitrotoluol|3-nitrotoluene|m-Nitrotoluol|m-methylnitrobenzene|m-nitrotoluene|meta-Nitrotoluol	QZYHIOPPLUPUJF-UHFFFAOYSA-N
39940	3-phenyl-1-propanal|3-phenylpropan-1-al|3-phenylpropanal|3-phenylpropionaldehyde|3-phenylpropyl aldehyde|3-phenylpropylaldehyde|benzenepropanal|benzylacetaldehyde|beta-phenylpropionaldehyde|dihydrocinnamaldehyde|hydrocinnamaldehyde|hydrocinnamic aldehyde|hydrocinnamylaldehyde	YGCZTXZTJXYWCO-UHFFFAOYSA-N
39992	3-methylcytosine|6-amino-1-methylpyrimidin-2(1H)-one|N3-methylcytosine	KOLPWZCZXAMXKS-UHFFFAOYSA-N
40	(+)-pinoresinol|(7alpha,7'alpha,8alpha,8'alpha)-3,3'-dimethoxy-7,9':7',9-diepoxylignane-4,4'-diol|4,4'-(1S,3aR,4S,6aR)-tetrahydro-1H,3H-furo[3,4-c]furan-1,4-diylbis(2-methoxyphenol)|pinoresinol	HGXBRUKMWQGOIE-AFHBHXEDSA-N
40116	1-acetoxypropane|n-Propyl acetate|propyl acetate|propyl ethanoate	YKYONYBAUNKHLG-UHFFFAOYSA-N
40154	5-FLUOROURIDINE|5-Fluoro-uridine|5-Fluorouracil 1beta-D-ribofuranoside|5-fluorouridine	FHIDNBAQOFJWCA-UAKXSSHOSA-N
40303	(1S,3R,7S,8S,8aR)-1,2,3,7,8,8a-hexahydro-3,7-dimethyl-8-(2-(2R,4R)-(tetrahydro-4-hydroxy-6-oxo-2H-pyran-2-yl)ethyl)-1-naphthalenyl (S)-2-methyl-butyrate|(1S,3R,7S,8S,8aR)-8-{2-[(2R,4R)-4-hydroxy-6-oxotetrahydro-2H-pyran-2-yl]ethyl}-3,7-dimethyl-1,2,3,7,8,8a-hexahydronaphthalen-1-yl (2S)-2-methylbutanoate|2beta,6alpha-dimethyl-8alpha-(2-methyl-1-oxobutoxy)-mevinic acid lactone|6alpha-methylcompactin|LOVASTATIN|Lovastatin|MK-803|ML-530B|Mevacor|Mevinolin|lovastatin	PCZOHLXUXFIOCF-BXMDZJJMSA-N
40356	2-(acetylamino)-2-deoxy-alpha-D-galactopyranose|2-acetamido-2-deoxy-alpha-D-galactopyranose|GalNAc-alpha|N-acetyl-alpha-D-galactosamine|TN antigen saccharide|TN antigen saccharide component|TN saccharide|TN saccharide component|Tn|Tn antigen saccharide|Tn antigen saccharide component|Tn saccharide|Tn saccharide component|WURCS=2.0/1,1,0/[a2112h-1a_1-5_2*NCC/3=O]/1/|alpha-GalNAc|alpha-GalpNAc	OVRNDRQMDRJTHS-CBQIKETKSA-N
40407	2-Octaprenylphenol|2-[(2E,6E,10E,14E,18E,22E,26E)-3,7,11,15,19,23,27,31-OCTAMETHYLDOTRIACONTA-2,6,10,14,18,22,26,30-OCTAENYL]PHENOL|2-[(2E,6E,10E,14E,18E,22E,26E)-3,7,11,15,19,23,27,31-octamethyldotriaconta-2,6,10,14,18,22,26,30-octaen-1-yl]phenol|2-all-trans-octaprenylphenol	VUNQJPPPTJIREN-CMAXTTDKSA-N
40656	D-ALLOPYRANOSE|WURCS=2.0/1,1,0/[a2222h-1b_1-5]/1/|beta-D-allopyranose	WQZGKKKJIJFFOK-QZABAPFNSA-N
40799	1,4-Androstadiene-3,17-dione|1-Dehydroandrostenedione|ADD|ADT|ANDROSTA-1,4-DIENE-3,17-DIONE|Androstadienedione|Boldione|androsta-1,4-diene-3,17-dione	HBUSSRFEMJUONI-QAGGRKNESA-N
40822	(2R,3R,4R,5R)-2,3,4,5,6-pentahydroxyhexanal|D-ALLOSE|D-allose|WURCS=2.0/1,1,0/[o2222h]/1/|aldehydo-D-allo-hexose|aldehydo-D-allose	DWJZKGYQNOQQEZ-MROZADKFSA-N
40886	BETA-L-ARABINOSE|WURCS=2.0/1,1,0/[a211h-1b_1-5]/1/|beta-L-arabinopyranose	SRBFZHDQGSBBOR-KLVWXMOXSA-N
40968	(3S,3'S)-3,3'-dihydroxy-beta,beta-carotene-4,4'-dione|(3S,3'S)-astaxanthin|3,3'-dihydroxy-beta,beta-carotene-4,4'-dione|3,3'-dihydroxy-beta-carotene-4,4'-dione|ASTAXANTHIN|Astaxanthin|E 161j|all-trans-(3S,3'S)-astaxanthin|astaxanthine|ovoester	SMWOVGCOLLADQE-UHFFFAOYSA-N
41117	N-(phenylmethyl)formamide|N-BENZYLFORMAMIDE|N-benzylformamide|benzyl formamide	IIBOGKHTXBPGEI-UHFFFAOYSA-N
41128	1-O-n-octyl-beta-D-glucopyranoside|1-O-octyl-beta-D-glucopyranoside|1-octyl-beta-D-glucopyranoside|Oct beta-Glc|beta-D-octyl glucoside|beta-octylglucoside|octyl beta-D-glucopyranoside|octyl beta-D-glucose|octyl-beta-D-glucoside	HEGSGKPQLMEBJL-RKQHYHRCSA-N
41132	B(OH)4(-)|BORATE ION|[B(OH)4](-)|tetrahydroxidoborate(1-)|tetrahydroxoborate|tetrahydroxyboranuide	KCFLOKKYWBPKFN-UHFFFAOYSA-N
41214	(4-nitrophenyl)methanol|4-Nitrobenzenemethanol|4-nitrobenzyl alcohol|PARANITROBENZYL ALCOHOL|p-(hydroxymethyl)nitrobenzene|p-nitrobenzyl alcohol	JKTYGPATCNUWKN-UHFFFAOYSA-N
41237	BENZOIC ACID PHENYLMETHYLESTER|Benylate|benzoic acid, benzyl ester|benzoic acid, phenylmethyl ester|benzyl benzoate|phenylmethyl benzoate	SESFRYSPDFLNCH-UHFFFAOYSA-N
412516	2-Hydroxymethyl-5-furfural|5-(Hydroxymethyl)-2-furancarbonal|5-(Hydroxymethyl)-2-furancarboxaldehyde|5-(Hydroxymethyl)-2-furfural|5-(Hydroxymethyl)-2-furfuraldehyde|5-(Hydroxymethyl)furan-2-aldehyde|5-(Hydroxymethyl)furfural|5-(Hydroxymethyl)furfurole|5-(hydroxymethyl)-2-furaldehyde|5-(hydroxymethyl)furan-2-carbaldehyde|5-HMF|5-Hydroxymethyl-2-formylfuran|5-Hydroxymethyl-2-furaldehyde|5-Hydroxymethyl-2-furancarbaldehyde|5-Hydroxymethyl-2-furfural|5-Hydroxymethylfuraldehyde|5-Hydroxymethylfuran-2-aldehyde|5-Hydroxymethylfurfuraldehyde|5-Oxymethylfurfurole|5-hydroxymethylfurfural|HMF|Hydroxymethylfurfural|Hydroxymethylfurfuralaldehyde|Hydroxymethylfurfuraldehyde|Hydroxymethylfurfurole	NOEGNKMFWQHSLB-UHFFFAOYSA-N
41308	Benzophenone|DIPHENYLMETHANONE|Diphenyl ketone|Ph2CO|alpha-oxodiphenylmethane|alpha-oxoditane|benzophenone|benzoylbenzene|diphenylmethanone	RWCCWEUUXYIKHB-UHFFFAOYSA-N
4139	D-galactopyranose|D-galactose|WURCS=2.0/1,1,0/[a2112h-1x_1-5]/1/	WQZGKKKJIJFFOK-SVZMEOIVSA-N
41487	Coelenteramide|N-[3-benzyl-5-(4-hydroxyphenyl)pyrazin-2-yl]-2-(4-hydroxyphenyl)acetamide|coelenteramide	CJIIERPDFZUYPI-UHFFFAOYSA-N
41509	(3beta)-cholest-5-en-3-ol, (9Z,12Z)-9,12-octadecadienoate|(3beta)-cholest-5-en-3-ol, (Z,Z)-9,12-octadecadienoate|(3beta)-cholest-5-en-3-yl (9Z,12Z)-octadeca-9,12-dienoate|(Z,Z)-(3beta)-Cholest-5-en-3-ol 9,12-octadecadienoate|18:2 Cholesteryl ester|CE(18:2(9Z,12Z))|CE(18:2)|CHOLESTERYL LINOLEATE|cholest-5-en-3beta-yl (Z,Z)-octadeca-9,12-dienoate|cholesteryl (9Z,12Z)-octadecadienoate	NAACPBBQTFFYQB-LJAITQKLSA-N
41595	(+)-(R)-germacrene A|(1E,4E)-germacra-1(10),4,11(12)-triene|(1E,5E,8R)-8-isopropenyl-1,5-dimethylcyclodeca-1,5-diene|GERMACRENE A	XMRKUJJDDKYUHV-DFSVIBJJSA-N
41633	(24S)-24,25-epoxycholest-5-en-3beta-ol|(24S)-24,25-epoxycholesterol|(24S)-25-epoxycholesterol|(3beta,24S)-24,25-epoxycholest-5-en-3-ol|24(S),25-EC|24,25-epoxy-cholesterol|24S,25-epoxy-cholest-5-en-3beta-ol|24S,25-epoxy-cholesterol	OSENKJZWYQXHBN-XVYZBDJZSA-N
4167	D-Glc|D-Glcp|D-Glucose|D-glucopyranose|D-glucose|Dextrose|Glc-OH|Glucose|Grape sugar|WURCS=2.0/1,1,0/[a2122h-1x_1-5]/1/|glucose	WQZGKKKJIJFFOK-GASJEMHNSA-N
41674	1,2-cyclohexadione|1,2-cyclohexanedione|1,2-dioxocyclohexane|cyclohexan-1,2-dione|cyclohexane-1,2-dione	JQPFYXFVUKHERX-UHFFFAOYSA-N
41837	(4S,5S)-1,2-dithiane-4,5-diol|oxidized dithiothreitol	YPGMOWHXEQDBBV-QWWZWVQMSA-N
41847	(-)-(S)-Glycerin-1,2-distearat|(2S)-1,2-bis-O-stearylglycerol|(2S)-3-hydroxypropane-1,2-diyl dioctadecanoate|(2S)-3-hydroxypropane-1,2-diyl distearoate|(S)-(-)-1,2-distearoyl-sn-glycerol|(S)-1,2-dioctadecanoylglycerol|(S)-1,2-distearoylglycerol|(S)-2,3-bis-stearoyloxy-propan-1-ol|1,2-di-O-stearoyl-sn-glycerol|1,2-dioctadecanoyl-sn-glycerol|1,2-distearoyl-sn-glycerol|DG(18:0/18:0/0:0)|diacyl glycerol	UHUSDOQQWJGJQS-QNGWXLTQSA-N
4194	D-Hexose|D-hexopyranose|D-hexose|D-hexoses	
42027	(2R)-2,3-bis[(9Z,12Z)-octadeca-9,12-dienoyloxy]propyl 2-(trimethylammonio)ethyl phosphate|(2R)-2,3-bis[(9Z,12Z)-octadeca-9,12-dienoyloxy]propyl 2-(trimethylazaniumyl)ethyl phosphate|(2R)-2,3-bis{[(9Z,12Z)-octadeca-9,12-dienoyl]oxy}propyl 2-(trimethylazaniumyl)ethyl phosphate|1,2-DILINOLEOYL-SN-GLYCERO-3-PHOSPHOCHOLINE|1,2-di-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphocholine|1,2-di-O-linoleoyl-sn-glycero-3-phosphocholine|1,2-dilinoleoyl-sn-glycero-3-phosphocholine|DI-LINOLEOYL-3-SN-PHOSPHATIDYLCHOLINE|DL-PC|DLNPC|DLPC|GPCho(18:2/18:2)|GPCho(18:2n6/18:2n6)|GPCho(18:2w6/18:2w6)|L-Dilinoleoyllecithin|PC(18:2(9Z,12Z)/18:2(9Z,12Z))|PC(18:2/18:2)|PC(18:2n6/18:2n6)|PC(18:2w6/18:2w6)|Phosphatidylcholine(18:2/18:2)|Phosphatidylcholine(18:2n6/18:2n6)|Phosphatidylcholine(18:2w6/18:2w6)|dilinoleoylphosphatidylcholine	FVXDQWZBHIXIEJ-HUESYALOSA-O
4208	(3S,4S,5R,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol|(3S,4S,5R,6R)-6-(hydroxymethyl)tetrahydropyran-2,3,4,5-tetrol|(3S,4S,5R,6R)-6-methyloltetrahydropyran-2,3,4,5-tetrol|(3S,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol|Carubinose|D-Mannose|D-mannopyranose|D-mannose|Seminose|WURCS=2.0/1,1,0/[a2122h-1x_1-5]/1/|mannopyranose	WQZGKKKJIJFFOK-QTVWNMPRSA-N
42090	(2S,3S)-butane-1,2,3,4-tetrol|D-TREITOL|L-threitol|L-threo-tetritol	UNXHWFMMPAWVPI-IMJSIDKUSA-N
42156	(16alpha,17alpha)-estra-1(10),2,4-triene-3,16,17-triol|(8R,9S,13S,14S,16R,17S)-13-methyl-7,8,9,11,12,13,14,15,16,17-decahydro-6H-cyclopenta[a]phenanthrene-3,16,17-triol|1,3,5(10)-estratriene-3,16alpha,17alpha-triol|16alpha,17alpha-estriol|16alpha-hydroxy-17alpha-estradiol|17-epiestriol|17alpha-estriol|3,16alpha,17alpha-trihydroxy-1,3,5(10)-estratriene|estra-1(10),2,4-triene-3,16alpha,17alpha-triol	PROQIPRRNZUXQM-PNVOZDDCSA-N
42202	3-(4-hydroxyphenyl)-4-oxo-4H-1-benzopyran-7-yl beta-D-glucopyranoside|7-(beta-D-glucopyranosyloxy)-3-(4-hydroxyphenyl)-4H-chromen-4-one|DAIDZIN|Daidzein 7-O-glucoside|Daidzin|daidzein 7-O-beta-D-glucoside|daidzein 7-O-glucoside|daidzein 7-glucoside|daidzoside	KYQZWONCHDNPDP-QNDFHXLGSA-N
42438	2-(4-hydroxy-3-methoxyphenyl)ethene|2-methoxy-4-vinylphenol|2M4VP|4-ethenyl-2-methoxyphenol|4-hydroxy-3-methoxyphenylethene|4-hydroxy-3-methoxystyrene|4-hydroxy-3-methoxyvinylbenzene|4-vinyl-2-methoxyphenol|4-vinylguaiacol|o-methoxy-p-vinylphenol|p-vinylguaiacol|para-vinylguaiacol	YOMSJEATGXXYPX-UHFFFAOYSA-N
42530	Acecide|Desoxon 1|Estosteril|Osbon AC|PAA|Proxitane 4002|acetic peroxide|acetyl hydroperoxide|acide peracetique|acido peroxiacetico|ethaneperoxic acid|ethaneperoxoic acid|monoperacetic acid|peracetic acid|peroxoacetic acid|peroxyacetic acid	KFSLWBXXFJQRDL-UHFFFAOYSA-N
42534	17alpha-hydroxyandrost-4-en-3-one|epi-testosterone|epitestosterone	SEDRVEWTPRTLOZ-KZYORJDKSA-N
42548	6-deoxy-alpha-L-galactopyranose|ALPHA-L-FUCOSE|WURCS=2.0/1,1,0/[a1221m-1a_1-5]/1/|alpha-L-Fuc|alpha-L-Fucp|alpha-L-fucopyranose|alpha-L-fucose	SHZGCJCMOBCMKK-SXUWKVJYSA-N
42589	6-deoxy-beta-L-galactopyranose|BETA-L-FUCOSE|WURCS=2.0/1,1,0/[a1221m-1b_1-5]/1/|beta-L-Fuc|beta-L-fucopyranose|beta-L-fucose	SHZGCJCMOBCMKK-KGJVWPDLSA-N
425902	1-Phenyl-1-propanone|1-Phenyl-propan-1-one|1-phenylpropan-1-one|Ethyl phenyl ketone|Phenyl ethyl ketone|Propionphenone|Propionylbenzene	KRIOVPPHQSLHCZ-UHFFFAOYSA-N
42626	5'-O-[(azaniumylacetoxy)phosphinato]adenosine|glycyl adenylate zwitterion|glycyl-5'-AMP|glycyl-adenosine 5'-phosphate zwitterion	HROXHMRQKGGIFT-JJNLEZRASA-N
42677	(2R)-2-hydroxypropan-1-aminium|(R)-1-aminopropan-2-ol|2-HYDROXY-PROPYL-AMMONIUM	HXKKHQJGJAFBHI-GSVOUGTGSA-N
42758	(2R,3S,4R,5R)-2,3,4,5,6-pentahydroxyhexanal|D(+)-Glucose|D-GLUCOSE IN LINEAR FORM|D-glucose|Dextrose|Glucose|WURCS=2.0/1,1,0/[o2122h]/1/|aldehydo-D-gluco-hexose|aldehydo-D-glucose	DWJZKGYQNOQQEZ-MROZADKFSA-N
42819	2,3-DIHYDROXY-5-OXO-HEXANEDIOATE|3-deoxy-(L)-threo-2-hexulosarate|3-deoxy-L-threo-hex-2-ulosarate|5-Dehydro-4-deoxy-D-glucarate|5-KDG|5-dehydro-4-deoxy-D-glucarate	ICUKTPSQGAACET-UHFFFAOYSA-N
42870	2-(acetylamino)-2-deoxy-D-gluconic acid delta-lactone|2-acetamido-2-deoxy-1,5-gluconolactone|2-acetamido-2-deoxy-D-glucono-(1,5)-lactone|2-acetamido-2-deoxy-D-glucono-(1->5)-lactone|2-acetamido-2-deoxy-D-glucono-1,5-lactone|2-acetamido-2-deoxy-D-glucono-delta-lactone|2-acetamido-2-deoxy-D-gluconolactone|CD 80110|CD-80110|N-[(3R,4R,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-2-oxotetrahydro-2H-pyran-3-yl]acetamide|N-acetyl-D-glucosamino-1,5-lactone|N-acetylglucosamino-1,5-lactone	NELQYZRSPDCGRQ-UHFFFAOYSA-N
42939	CYCLOHEXYLAMMONIUM ION|cyclohexanaminium|cyclohexylamine	PAFZNILMFXTMIY-UHFFFAOYSA-N
42977	25-Hydroxycholesterol|25-hydroxycholesterol|5-Cholestene-3beta,25-diol|Cholest-5-ene-3beta,25-diol|cholest-5-ene-3beta,25-diol	INBGSXNNRGWLJU-ZHHJOTBYSA-N
42989	(3beta,7beta)-cholest-5-ene-3,7-diol|7-HYDROXYCHOLESTEROL|7beta-hydroxycholesterol|cholest-5-ene-3beta,7beta-diol	OYXZMSRRJOYLLO-KGZHIOMZSA-N
43003	1-heptanol|1-hydroxy heptane|FEMA 2548|alcohol C-7|enanthic alcohol|enanthyl alcohol|gentanol|heptan-1-ol|heptane-1-ol|heptanol|heptyl alcohol|hydroxy heptane|n-heptan-1-ol|n-heptanol|n-heptanol-1|n-heptyl alcohol	BBMCTIGTTCKYKF-UHFFFAOYSA-N
43029	2-amino-6-[(1R,2S)-1,2-dihydroxypropyl]-7,8-dihydropteridin-4(3H)-one|7,8-DIHYDROBIOPTERIN|Dihydrobiopterin|L-erythro-7,8-dihydrobiopterin|L-erythro-q-Dihydrobiopterin|Quinonoid dihydrobiopterin|q-BH2	HKCYZTKHPLJZDR-WUCPZUCCSA-N
43074	(3S)-hydroxy-3-methylglutaryl-CoA|3-HYDROXY-3-METHYLGLUTARYL-COENZYME A	CABVTRNMFUVUDM-VRHQGPGLSA-N
43120	(6R)-2-amino-6-[(1R,2S)-1,2-dihydroxypropyl]-6,7-dihydropteridin-4(1H)-one|(6R)-2-amino-6-[(1R,2S)-1,2-dihydroxypropyl]-7,8-dihydro-6H-pteridin-4-one|(6R)-6-[(1R,2S)-1,2-dihydroxypropyl]-7,8-dihydro-6H-pterin|(6R)-L-erythro-6,7-dihydrobiopterin|4a-carbinolamine tetrahydrobiopterin|6,7-Dihydrobiopterin|Quinoid-dihydrobiopterin|q-H2BPT|quinonoid 6,7-dihydrobiopterin	HKCYZTKHPLJZDR-IUYQGCFVSA-N
43129	(+)-6a-hydroxymaackiain|(+)-O-demethylpisatin|(6aR,12aR)-6H-[1,3]dioxolo[5,6][1]benzofuro[3,2-c]chromene-3,6a(12aH)-diol|O-demethylpisatin	GLMPLZUBQDAZEN-CVEARBPZSA-N
43445	(+)-Aristolochene|(+)-aristolochene|(1S,7S,8aR)-aristolochene|(4S,4aR,6S)-4,4a-dimethyl-6-(prop-1-en-2-yl)-1,2,3,4,4a,5,6,7-octahydronaphthalene|7betaH-eremophila-9,11-diene|Aristolochene	YONHOSLUBQJXPR-KCQAQPDRSA-N
43474	HPO4(2-)|HYDROGENPHOSPHATE ION|INORGANIC PHOSPHATE GROUP|[P(OH)O3](2-)|[PO3(OH)](2-)|hydrogen phosphate|hydrogen(tetraoxidophosphate)(2-)|hydrogenphosphate|hydrogentetraoxophosphate(2-)|hydrogentetraoxophosphate(V)|hydroxidotrioxidophosphate(2-)|phosphate	NBIIXXVUZAFLBC-UHFFFAOYSA-N
43711	(6R)-6,8-disulfanyloctanamide|(R)-dihydrolipoamide|6,8-DIMERCAPTO-OCTANOIC ACID AMIDE	VLYUGYAKYZETRF-SSDOTTSWSA-N
4372	(4S)-4-hydroxy-3,5,5-trimethyl-4-[(1E)-3-oxobut-1-en-1-yl]cyclohex-2-en-1-one|(4S)-4-hydroxy-3,5,5-trimethyl-4-[(1E)-3-oxobut-1-enyl]cyclohex-2-en-1-one|(6R)-6-Hydroxy-3-oxo-alpha-ionone|(6S)-6-hydroxy-3-oxo-alpha-ionone|Dehydrovomifoliol	JJRYPZMXNLLZFH-CYBMUJFWSA-N
437678	(+)-columbianetin|(8S)-8,9-dihydro-8-(1-hydroxy-1-methylethyl)-2H-furo[2,3-h]1-benzopyran-2-one|(8S)-8-(2-hydroxypropan-2-yl)-8,9-dihydro-2H-furo[2,3-h]chromen-2-one|(S)-columbianetin	YRAQEMCYCSSHJG-NSHDSACASA-N
44027	(all-E)-2-methyl-3-(3,7,11,15,19,23,27,31-octamethyl-2,6,10,14,18,22,26,30-dotriacontaoctaenyl)-1,4-naphthalenedione|2-methyl-3-[(2E,6E,10E,14E,18E,22E,26E)-3,7,11,15,19,23,27,31-octamethyldotriaconta-2,6,10,14,18,22,26,30-octaen-1-yl]naphthalene-1,4-dione|MK 8|menaquinone 8|menaquinone MK8|menaquinone-8|vitamin K2(40)|vitamin MK 8	KNHSRGADDCXEDT-UHFFFAOYSA-N
44147	MK-9|MK9|Menaquinone 9|menaquinone with nine isoprene units|menaquinone-9	QVNCMXZHACRKNN-UHFFFAOYSA-N
44245	(all-E)-2-(3,7,11,15,19,23,27-heptamethyl-2,6,10,14,18,22,26-octacosahept-aenyl)-3-methyl-1,4-naphthoquinone|(all-E)-2-(3,7,11,15,19,23,27-heptamethyl-2,6,10,14,18,22,26-octacosaheptaenyl)-3-methyl-1,4-naphthalenedione|2-[(2E,6E,10E,14E,18E,22E)-3,7,11,15,19,23,27-heptamethyloctacosa-2,6,10,14,18,22,26-heptaen-1-yl]-3-methylnaphthalene-1,4-dione|MK-7|menaquinone 7|menaquinone-7|vitamin K2(35)|vitamin MK 7	RYDDMTFNGMJXTI-UHFFFAOYSA-N
44278	2-(acetylamino)-2-deoxy-alpha-D-glucopyranose|2-acetamido-2-deoxy-alpha-D-glucopyranose|N-acetyl-alpha-D-glucosamine|WURCS=2.0/1,1,0/[a2122h-1a_1-5_2*NCC/3=O]/1/|alpha-D-GlcNAc|alpha-GlcNAc	OVRNDRQMDRJTHS-PVFLNQBWSA-N
4429	(-)-Anthricin|(-)-Desoxypodophyllotoxin|(-)-deoxypodophyllotoxin|(5R,5aR,8aR)-5-(3,4,5-trimethoxyphenyl)-5,8,8a,9-tetrahydro-2H-furo[3',4':6,7]naphtho[2,3-d][1,3]dioxol-6(5aH)-one|4-Deoxypodophyllotoxin|Anthricin|Desoxypodophyllotoxin|Hernandin|Hernandion|Silicicolin	ZGLXUQQMLLIKAN-SVIJTADQSA-N
44337	(2S)-2-acetamidopentanedioate|(S)-2-(acetylamino)pentanedioate|N-Acetyl-L-glutamate|N-acetyl-L-glutamate|NAG|acetyl-L-glutamate	RFMMMVDNIPUKGG-YFKPBYRVSA-N
44343	(1R, 2S)-CIS 1,2 DIHYDROXY-1,2-DIHYDRONAPHTHALENE|(1R,2S)-1,2-Dihydronaphthalene-1,2-diol|(1R,2S)-1,2-dihydronaphthalene-1,2-diol	QPUHWUSUBHNZCG-VHSXEESVSA-N
44348	1-ETHYL-PYRROLIDINE-2,5-DIONE|1-ethylpyrrolidine-2,5-dione|N-Ethylsuccinimide|N-ethylsuccinimide	SJRDEJISAPSNAY-UHFFFAOYSA-N
44400	2-iminiopropanoate|2-iminopropanoate	UQBOJOOOTLPNST-UHFFFAOYSA-N
44423	Hydroxycarbamid|Hydroxycarbamide|Hydroxyharnstoff|Hydroxyurea|N-HYDROXYUREA|N-carbamoylhydroxylamine|N-hydroxyurea|carbamohydroxamic acid|carbamohydroximic acid|carbamoyl oxime|carbamyl hydroxamate|hidroxicarbamida|hydrea|hydroxycarbamide|hydroxycarbamidum|hydroxyurea|oxyurea	VSNHCAURESNICA-UHFFFAOYSA-N
44485	1-ethyl-1H-pyrrole-2,5-dione|Ethylmaleimide|N-ETHYLMALEIMIDE|N-Ethylmaleimide|N-ethylmaleimide|NEM	HDFGOPSGAURCEO-UHFFFAOYSA-N
44597	4-ketoretinol|4-oxo-ROL|4-oxoretinol|all-trans-4-oxoretinol	PLIUCYCUYQIBDZ-UHFFFAOYSA-N
44800	(2R,4S)-2-METHYL-2,3,3,4-TETRAHYDROXYTETRAHYDROFURAN|(2R,4S)-2-methyldihydrofuran-2,3,3,4(2H)-tetrol|(2R,4S)-2-methyloxolane-2,3,3,4-tetrol|(2R,4S)-2-methyltetrahydrofuran-2,3,3,4-tetrol|(R)-THMF|AI-2|auto inducer 2	BVIYGXUQVXBHQS-IUYQGCFVSA-N
44811	(2R)-2-acetoxy-3-(hexadecyloxy)propyl 2-(trimethylammonio)ethyl phosphate|(R)-7-(acetyloxy)-4-hydroxy-N,N,N-trimethyl-3,5,9-trioxa-4-phosphapentacosan-1-aminium hydroxide inner salt 4-oxide|1-O-hexadecyl PAF|1-O-hexadecyl-2-O-acetyl-sn-glycero-3-phosophocholine|1-O-hexadecyl-2-O-acetyl-sn-glyceryl-3-phosphorylcholine|1-O-hexadecyl-2-acetyl-sn-glycero-3-phosphocholine|1-O-hexadecyl-2-acetyl-sn-glyceryl-3-phosphorylcholine|1-O-hexadecyl-platelet-activating factor|1-hexadecyl-2-acetyl-sn-glycero-3-phosphocholine|C16 PAF|C16-PAF|C16:0 PAF|PAF|Platelet activating factor|platelet-activating factor|platelet-activating factor C16	HVAUUPRFYPCOCA-AREMUKBSSA-O
44841	2-AMINO-6-HYDROXYMETHYL-7,8-DIHYDRO-3H-PTERIDIN-4-ONE|2-amino-6-(hydroxymethyl)-7,8-dihydropteridin-4(3H)-one|6-hydroxymethyl-7,8-dihydropterin	LBARDZPDAYELSB-UHFFFAOYSA-N
44951	PO2(-)|[PO2](-)|dioxidophosphate|dioxidophosphate(1-)|phosphorus oxide anion	GQZXNSPRSGFJLY-UHFFFAOYSA-N
45075	2-AMINO-4-OXO-4,7-DIHYDRO-3H-PYRROLO[2,3-D]PYRIMIDINE-5-CARBONITRILE|2-amino-4-oxo-4,7-dihydro-3H-pyrrolo[2,3-d]pyrimidine-5-carbonitrile|7-CN-7-deazaG|7-Cyano-7-carbaguanine|7-Cyano-7-deazaguanine|7-cyano-7-deazaguanine|preQ(0)	FMKSMYDYKXQYRV-UHFFFAOYSA-N
45213	3-(hydroxymethyl)pyridine|3-picolyl alcohol|3-pyridinemethanol|3-pyridinylcarbinol|3-pyridinylmethanol|3-pyridylcarbinol|3-pyridylmethanol|beta-picolyl alcohol|beta-pyridinecarbinol|beta-pyridylcarbinol|nicotinic alcohol|nicotinyl alcohol|omega-hydroxy-3-picoline|pyridin-3-ylmethanol|pyridine 3-methanol|pyridine-3-carbinol	MVQVNTPHUGQQHK-UHFFFAOYSA-N
45240	(2R)-2,3-bis(tetradecanoyloxy)propyl 2-(trimethylammonio)ethyl phosphate|1,2-DIMYRISTOYL-SN-GLYCERO-3-PHOSPHOCHOLINE|1,2-Dimyristoyl-L-3-phosphatidylcholine|1,2-Dimyristoylphosphatidylcholine|1,2-di-O-tetradecanoyl-sn-glycero-3-phosphocholine|1,2-dimyristoyl-GPC|1,2-dimyristoyl-sn-glycero-3-phosphocholine|1,2-ditetradecanoyl-sn-glycero-3-phosphocholine|DMPC|Dimyristoyl lecithin|Dimyristoyl phosphatidylcholine|GPC(14:0/14:0)|GPC(28:0)|PC(14:0/14:0)|PC(28:0)|dimyristoylphosphatidylcholine|phosphatidylcholine(14:0/14:0)|phosphatidylcholine(28:0)	CITHEXJVPOWHKC-UUWRZZSWSA-O
45285	2-carbamylpyrazine|2-pyrazinecarboxamide|PYRAZINE-2-CARBOXAMIDE|Pyrazinamide|Pyrazinoic acid amide|pyrazinamida|pyrazinamide|pyrazinamidum|pyrazine carboxamide|pyrazine-2-carboxamide|pyrazineamide	IPEHBUMCGVEMRF-UHFFFAOYSA-N
45422	PROPIONAMIDE|Propanimidic acid|Propionic acid amide|Propionic amide|Propionimidic acid|Propylamide|n-propionic amide|propanamide|propionic amide	QLNJFJADRCOGBJ-UHFFFAOYSA-N
